Name,Type,Magnitude,Distance,Constellation,RA,DEC,Other Names,Description,Url_image
NGC 106,Galaxy,14.5,61100.0,Pisces,00h24m,-05°08',,From Madrid: NGC106 is not observable – it will reach its highest point in the sky during daytime and is  7° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_15835e320e52.png
NGC 107,Galaxy,15.0,–,Cetus,00h25m,-08°16',,From Madrid: NGC107 is not observable – it will reach its highest point in the sky during daytime and is  9° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115729_92eec9b073dd.png
NGC 108,Galaxy,13.3,–,Andromeda,00h25m,+29°12',,From Madrid: NGC108 is not observable – it will reach its highest point in the sky during daytime and is no higher than 14° above the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115747_08eaaa4aa713.png
NGC 109,Galaxy,13.7,65600.0,Andromeda,00h26m,+21°48',,From Madrid: NGC109 is not observable – it will reach its highest point in the sky during daytime and is no higher than 10° above the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_0b28cf26c856.png
NGC 110,Open cluster,–,–,Cassiopeia,00h27m,+71°23',,"From Madrid: NGC110 is visible all night because it is circumpolar. It will be highest in the sky shortly before dawn, when it will be lost to twilight around 06:12, 36° above your north-eastern horizon. At dusk, it will become visible around 22:12 (CEST), 24° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_4474b0cac5cf.png
NGC 111,Nebula,–,–,Cetus,00h26m,-02°37',,"From Madrid: NGC111 is visible from soon after it rises, at 06:38, until soon before it sets at 18:26. Always take extreme caution when trying to make daytime observations of the Moon while the Sun is above the horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_7bbc10070994.png
NGC 112,Galaxy,14.4,84250.0,Andromeda,00h26m,+31°42',,From Madrid: NGC112 is not observable – it will reach its highest point in the sky during daytime and is no higher than 16° above the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115735_f0d840df28b5.png
NGC 113,Galaxy,14.0,55900.0,Cetus,00h26m,-02°30',,From Madrid: NGC113 is not observable – it will reach its highest point in the sky during daytime and is  5° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115739_5b317345451a.png
NGC 114,Galaxy,15.0,66100.0,Cetus,00h26m,-01°47',Mrk 946,From Madrid: NGC114 is not observable – it will reach its highest point in the sky during daytime and is  5° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115730_a5c13ea9cef7.png
NGC 115,Galaxy,13.7,29100.0,Sculptor,00h26m,-33°40',,From Madrid: NGC115 is not readily observable since it lies so far south that it will never rise more than 15° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_0d860674b2f2.png
NGC 116,Galaxy,14.7,–,Cetus,00h27m,-07°40',,From Madrid: NGC116 is not observable – it will reach its highest point in the sky during daytime and is  9° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115733_09746ed75604.png
NGC 117,Galaxy,15.4,–,Cetus,00h27m,+01°20',,From Madrid: NGC117 is not observable – it will reach its highest point in the sky during daytime and is  3° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115725_f90c71dcdfbd.png
NGC 118,Galaxy,14.9,–,Cetus,00h27m,-01°46',Mrk 947,From Madrid: NGC118 is not observable – it will reach its highest point in the sky during daytime and is  5° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_a725312f8482.png
NGC 119,Galaxy,15.7,–,Phoenix,00h26m,-56°58',,From Madrid: NGC119 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115723_b456c079f691.png
NGC 120,Galaxy,14.6,56300.0,Cetus,00h27m,-01°30',,From Madrid: NGC120 is not observable – it will reach its highest point in the sky during daytime and is  5° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_05cc8421c71b.png
NGC 121,Globular cluster,11.2,61.0,Tucana,00h26m,-71°32',,From Madrid: NGC121 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115807_25b86f6e56bd.png
NGC 122,Star,–,–,Cetus,00h27m38s,"-01°38'25""",,"From Madrid: NGC122 is visible from soon after it rises, at 06:36, until soon before it sets at 18:31. Always take extreme caution when trying to make daytime observations of the Moon while the Sun is above the horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_2f0876672a53.png
NGC 123,Star,–,–,Cetus,00h27m39s,"-01°37'39""",,"From Madrid: NGC123 is visible from soon after it rises, at 06:36, until soon before it sets at 18:31. Always take extreme caution when trying to make daytime observations of the Moon while the Sun is above the horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_3532b295f40c.png
NGC 124,Galaxy,13.7,57900.0,Cetus,00h27m,-01°48',,From Madrid: NGC124 is not observable – it will reach its highest point in the sky during daytime and is  5° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_c8b70c3d2d89.png
NGC 125,Galaxy,12.3,63700.0,Pisces,00h28m,+02°50',,From Madrid: NGC125 is not observable – it will reach its highest point in the sky during daytime and is  2° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115756_a041aeb78c10.png
NGC 126,Galaxy,15.5,–,Pisces,00h29m,+02°48',,From Madrid: NGC126 is not observable – it will reach its highest point in the sky during daytime and is  2° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115725_8f9acf40046d.png
NGC 127,Galaxy,14.0,79900.0,Pisces,00h29m,+02°52',,From Madrid: NGC127 is not observable – it will reach its highest point in the sky during daytime and is  2° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_0249114ec316.png
NGC 128,Galaxy,11.6,–,Pisces,00h29m,+02°51',,From Madrid: NGC128 is not observable – it will reach its highest point in the sky during daytime and is  2° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115803_38e630da418c.png
NGC 129,Open cluster,6.5,1.6,Cassiopeia,00h29m,+60°12',Cr 2,"From Madrid: NGC129 is visible in the dawn sky, becoming accessible around 04:36 (CEST), when it reaches  an altitude of 21° above your north-eastern horizon. It will then reach an altitude of 31° before fading from view as dawn breaks at 06:12.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115855_f56ce2285453.png
NGC 130,Galaxy,14.3,–,Pisces,00h29m,+02°52',,From Madrid: NGC130 is not observable – it will reach its highest point in the sky during daytime and is  2° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115737_09b9d540d87c.png
NGC 131,Galaxy,13.2,11140.0,Sculptor,00h29m,-33°15',,From Madrid: NGC131 is not readily observable since it lies so far south that it will never rise more than 16° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115747_d48c0f8cc846.png
NGC 132,Galaxy,13.7,76500.0,Cetus,00h30m,+02°05',,From Madrid: NGC132 is not observable – it will reach its highest point in the sky during daytime and is  3° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_50b084822f4f.png
NGC 133,Open cluster,9.4,0.6,Cassiopeia,00h31m,+63°21',Cr 3,"From Madrid: NGC133 is visible all night because it is circumpolar. It will be highest in the sky shortly before dawn, when it will be lost to twilight around 06:12, 32° above your north-eastern horizon. At dusk, it will become visible around 22:12 (CEST), 17° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115826_63ab9749d0e5.png
NGC 134,Galaxy,10.3,17600.0,Sculptor,00h30m,-33°14',,From Madrid: NGC134 is not readily observable since it lies so far south that it will never rise more than 16° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115816_46fe556b7e5d.png
NGC 135,Galaxy,15.0,–,Cetus,00h31m,-13°20',,From Madrid: NGC135 is not observable – it will reach its highest point in the sky during daytime and is  13° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115729_025d45e5ca35.png
NGC 136,Open cluster,11.3,4.1,Cassiopeia,00h31m,+61°30',Cr 4,"From Madrid: NGC136 is visible all night because it is circumpolar. It will be highest in the sky shortly before dawn, when it will be lost to twilight around 06:12, 31° above your north-eastern horizon. At dusk, it will become visible around 22:12 (CEST), 15° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115807_cba90772e2a5.png
NGC 137,Galaxy,12.8,–,Pisces,00h30m,+10°12',,From Madrid: NGC137 is not observable – it will reach its highest point in the sky during daytime and is no higher than 1° above the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115752_2ebe90346aa5.png
NGC 138,Galaxy,14.7,–,Pisces,00h30m,+05°09',,From Madrid: NGC138 is not observable – it will reach its highest point in the sky during daytime and is  1° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_d228a9875f46.png
NGC 139,Galaxy,15.4,–,Pisces,00h31m,+05°04',,From Madrid: NGC139 is not observable – it will reach its highest point in the sky during daytime and is  1° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115725_d9b18abb4713.png
NGC 140,Galaxy,14.2,–,Andromeda,00h31m,+30°47',,From Madrid: NGC140 is not observable – it will reach its highest point in the sky during daytime and is no higher than 14° above the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115738_ec122ec4c815.png
NGC 141,Galaxy,15.3,–,Pisces,00h31m,+05°10',,From Madrid: NGC141 is not observable – it will reach its highest point in the sky during daytime and is  1° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115726_5768df98729a.png
NGC 142,Galaxy,14.6,–,Cetus,00h31m,-22°37',,From Madrid: NGC142 is not observable – it will reach its highest point in the sky during daytime and is  19° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_ecf8a8bfb47b.png
NGC 143,Galaxy,15.3,124000.0,Cetus,00h31m,-22°33',,From Madrid: NGC143 is not observable – it will reach its highest point in the sky during daytime and is  19° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115726_4379b858467e.png
NGC 144,Galaxy,14.4,–,Cetus,00h31m,-22°38',,From Madrid: NGC144 is not observable – it will reach its highest point in the sky during daytime and is  19° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115736_4697e2a46694.png
NGC 145,Galaxy,13.2,16000.0,Cetus,00h31m,-05°09',Arp 19,From Madrid: NGC145 is not observable – it will reach its highest point in the sky during daytime and is  8° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115748_b26bd3fb9094.png
NGC 146,Open cluster,9.1,3.5,Cassiopeia,00h33m,+63°18',Cr 5,"From Madrid: NGC146 is visible all night because it is circumpolar. It will be highest in the sky shortly before dawn, when it will be lost to twilight around 06:12, 32° above your north-eastern horizon. At dusk, it will become visible around 22:12 (CEST), 17° above your northern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115829_4d1bacfd6429.png
NGC 147,Galaxy,9.3,–,Cassiopeia,00h33m,+48°30',C 17,"From Madrid: NGC147 is visible in the dawn sky, rising at 01:22 (CEST) and reaching an altitude of 25° above the north-eastern horizon before fading from view as dawn breaks around 06:12.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115827_192a87c10ca4.png
NGC 148,Galaxy,12.2,18400.0,Sculptor,00h34m,-31°47',,From Madrid: NGC148 is not readily observable since it lies so far south that it will never rise more than 17° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115758_f3bb0ba06584.png
NGC 149,Galaxy,15.0,–,Andromeda,00h33m,+30°43',,From Madrid: NGC149 is not observable – it will reach its highest point in the sky during daytime and is no higher than 14° above the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115730_8ccfa86f6ada.png
NGC 150,Galaxy,11.4,20450.0,Sculptor,00h34m,-27°48',,From Madrid: NGC150 is not readily observable since it lies so far south that it will never rise more than 21° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115805_7aa551e6ca2a.png
NGC 151,Galaxy,11.7,41300.0,Cetus,00h34m,-09°42',,From Madrid: NGC151 is not observable – it will reach its highest point in the sky during daytime and is  11° below the horizon at dawn.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115803_9361c1ac6a9a.png
NGC 152,Open cluster,12.3,61.0,Tucana,00h32m,-73°07',,From Madrid: NGC152 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115757_89ff6d7ecfe6.png
